Contract_Term,State,Company,Industry,Load,Peak_Rate,Off_Peak_Rate
12,SA,Company 1363,MANUFACTURING,526,13.08,8.06
55,VIC,Company 1364,PROPERTY AND BUSINESS SERVICES,118,14.82,10.6
12,NSW,Company 1365,COMMUNICATION SERVICES,404,12.62,7.19
57,NSW,Company 1366,RETAIL TRADE,169,9.15,6.07
59,NSW,Company 1366,RETAIL TRADE,240,9.71,6.18
36,NSW,Company 1367,PROPERTY AND BUSINESS SERVICES,1125,10.46,7.44
12,VIC,Company 1368,WHOLESALE TRADE,160,9.53,6.77
12,VIC,Company 1368,WHOLESALE TRADE,160,9.53,6.77
12,NSW,Company 1369,EDUCATION,2254,8.89,6.69
48,QLD,Company 1370,PROPERTY AND BUSINESS SERVICES,137,8.69,6.29
48,QLD,Company 1370,PROPERTY AND BUSINESS SERVICES,895,8.69,6.29
12,VIC,Company 1371,MANUFACTURING,607,16.98,9.95
48,NSW,Company 1372,PROPERTY AND BUSINESS SERVICES,214,10.7,7.25
36,NSW,Company 1373,MANUFACTURING,124,6.02,4.14
36,SA,Company 1374,PROPERTY AND BUSINESS SERVICES,151,19.97,9.87
36,VIC,Company 1375,"AGRICULTURE, FORESTRY AND FISHING",298,8.89,6.04
48,VIC,Company 1376,"ACCOMMODATION, CAFES AND RESTAURANTS",324,12.4,8.2
36,VIC,Company 1377,"ACCOMMODATION, CAFES AND RESTAURANTS",175,8.9,6.9
12,SA,Company 1378,RETAIL TRADE,160,9.74,4.36
12,NSW,Company 1379,MANUFACTURING,378,8.75,5.59
48,SA,Company 1380,MANUFACTURING,200,14.79,8.3
12,SA,Company 1381,"AGRICULTURE, FORESTRY AND FISHING",301,14.8,8.44
30,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",237,10.79,8.07
29,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",121,10.79,8.07
36,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",144,15.29,9.04
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",223,10.79,8.07
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",210,10.79,8.07
30,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",214,10.79,8.07
36,QLD,Company 1382,PROPERTY AND BUSINESS SERVICES,204,15.29,9.04
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",269,10.79,8.07
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",161,10.79,8.07
30,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",151,10.79,8.07
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",220,10.79,8.07
32,QLD,Company 1382,"ACCOMMODATION, CAFES AND RESTAURANTS",151,10.79,8.07
